merchant_id,merchant_name,city,business_segment,acquisition_channel,registered_cohort_month,registered_at,validation_started_at,documents_completed_at,approved_at,activated_at,rejected_at,abandoned_at,last_onboarding_event_type,last_onboarding_event_at,highest_stage_reached,onboarding_status,exit_from_stage,onboarding_event_count,days_since_registered,days_in_current_stage,is_commercial_activation_30d_eligible,is_technically_activated,days_to_technical_activation
M160,Mercado Horizonte,Bogotá,MEDIUM,DIGITAL,2025-04,2025-04-25T15:45:00-05:00,2025-04-26T09:15:00-05:00,2025-05-05T19:30:00-05:00,2025-05-10T13:30:00-05:00,2025-05-12T06:45:00-05:00,,,ACTIVATED,2025-05-12T06:45:00-05:00,ACTIVATED,ACTIVATED,,5,494,477,True,True,17.0
M161,Heladería Roble,Barranquilla,SMALL,DIGITAL,2025-02,2025-02-03T12:15:00-05:00,2025-02-04T10:30:00-05:00,2025-02-14T04:15:00-05:00,2025-02-20T13:45:00-05:00,2025-02-21T08:45:00-05:00,,,ACTIVATED,2025-02-21T08:45:00-05:00,ACTIVATED,ACTIVATED,,5,575,557,True,True,18.0
M162,Farmacia Marea,Medellín,SMALL,REFERIDOS,2025-12,2025-12-11T16:45:00-05:00,2025-12-12T23:30:00-05:00,2025-12-17T22:30:00-05:00,2025-12-23T15:45:00-05:00,,,2025-12-29T18:15:00-05:00,ABANDONED,2025-12-29T18:15:00-05:00,APPROVED,ABANDONED,APPROVED,5,264,246,True,False,
M163,Ferretería Coral,Medellín,SMALL,DIGITAL,2025-02,2025-02-07T11:45:00-05:00,2025-02-07T15:30:00-05:00,2025-02-11T21:30:00-05:00,2025-02-15T14:15:00-05:00,2025-02-17T07:45:00-05:00,,,ACTIVATED,2025-02-17T07:45:00-05:00,ACTIVATED,ACTIVATED,,5,571,561,True,True,10.0
M164,Óptica Coral,Cali,SMALL,VENTA_DIRECTA,2026-03,2026-03-15T17:30:00-05:00,2026-03-17T04:45:00-05:00,,,,,,VALIDATION_STARTED,2026-03-17T04:45:00-05:00,VALIDATION_STARTED,IN_PROGRESS,,2,170,168,True,False,
M165,Papelería Aurora,Cali,SMALL,DIGITAL,2025-09,2025-09-20T14:00:00-05:00,2025-09-21T21:30:00-05:00,2025-10-01T08:45:00-05:00,2025-10-06T07:45:00-05:00,2025-10-10T01:00:00-05:00,,,ACTIVATED,2025-10-10T01:00:00-05:00,ACTIVATED,ACTIVATED,,5,346,326,True,True,20.0
M166,Mercado Granada,Bucaramanga,MEDIUM,VENTA_DIRECTA,2026-06,2026-06-10T15:15:00-05:00,2026-06-12T09:30:00-05:00,2026-06-13T14:15:00-05:00,,,,,DOCUMENTS_COMPLETED,2026-06-13T14:15:00-05:00,DOCUMENTS_COMPLETED,IN_PROGRESS,,3,83,80,True,False,
M167,Ferretería Alameda,Medellín,MEDIUM,ALIADOS,2026-01,2026-01-22T15:30:00-05:00,,,,,,2026-01-27T05:00:00-05:00,ABANDONED,2026-01-27T05:00:00-05:00,REGISTERED,ABANDONED,REGISTERED,2,222,217,True,False,
M168,Papelería Granada,Cali,SMALL,DIGITAL,2026-06,2026-06-10T16:45:00-05:00,2026-06-11T14:45:00-05:00,2026-06-18T07:45:00-05:00,2026-06-23T10:15:00-05:00,2026-06-24T17:00:00-05:00,,,ACTIVATED,2026-06-24T17:00:00-05:00,ACTIVATED,ACTIVATED,,5,83,69,True,True,14.0
M169,Restaurante Marea,Bogotá,SMALL,DIGITAL,2025-03,2025-03-04T11:30:00-05:00,2025-03-06T01:30:00-05:00,2025-03-13T20:15:00-05:00,2025-03-17T12:45:00-05:00,2025-03-21T16:45:00-05:00,,,ACTIVATED,2025-03-21T16:45:00-05:00,ACTIVATED,ACTIVATED,,5,546,529,True,True,17.0
M170,Óptica Boreal,Pereira,MEDIUM,REFERIDOS,2025-11,2025-11-02T17:30:00-05:00,2025-11-03T13:45:00-05:00,2025-11-13T09:15:00-05:00,,,2025-11-15T00:45:00-05:00,,REJECTED,2025-11-15T00:45:00-05:00,DOCUMENTS_COMPLETED,REJECTED,DOCUMENTS_COMPLETED,4,303,290,True,False,
M171,Panadería Horizonte,Barranquilla,SMALL,VENTA_DIRECTA,2026-08,2026-08-19T15:15:00-05:00,2026-08-21T04:30:00-05:00,2026-08-25T01:45:00-05:00,2026-08-26T17:15:00-05:00,2026-08-28T07:45:00-05:00,,,ACTIVATED,2026-08-28T07:45:00-05:00,ACTIVATED,ACTIVATED,,5,13,4,False,True,9.0
M172,Mercado Esmeralda,Cartagena,SMALL,VENTA_DIRECTA,2026-06,2026-06-13T14:30:00-05:00,2026-06-14T22:00:00-05:00,2026-06-20T16:45:00-05:00,,,2026-06-22T13:30:00-05:00,,REJECTED,2026-06-22T13:30:00-05:00,DOCUMENTS_COMPLETED,REJECTED,DOCUMENTS_COMPLETED,4,80,71,True,False,
M173,Librería Aurora,Barranquilla,SMALL,REFERIDOS,2026-04,2026-04-25T14:15:00-05:00,2026-04-26T04:15:00-05:00,2026-05-01T02:30:00-05:00,2026-05-06T05:00:00-05:00,2026-05-09T13:45:00-05:00,,,ACTIVATED,2026-05-09T13:45:00-05:00,ACTIVATED,ACTIVATED,,5,129,115,True,True,14.0
M174,Mercado Cedro,Cartagena,MEDIUM,DIGITAL,2025-08,2025-08-21T13:00:00-05:00,2025-08-22T02:15:00-05:00,2025-08-31T22:15:00-05:00,2025-09-07T06:30:00-05:00,2025-09-09T07:15:00-05:00,,,ACTIVATED,2025-09-09T07:15:00-05:00,ACTIVATED,ACTIVATED,,5,376,357,True,True,19.0
M175,Heladería Aurora,Pereira,SMALL,ALIADOS,2026-01,2026-01-13T14:45:00-05:00,2026-01-14T11:30:00-05:00,2026-01-20T15:30:00-05:00,2026-01-25T03:30:00-05:00,2026-01-28T12:30:00-05:00,,,ACTIVATED,2026-01-28T12:30:00-05:00,ACTIVATED,ACTIVATED,,5,231,216,True,True,15.0
M176,Floristería Manzano,Cali,SMALL,VENTA_DIRECTA,2025-02,2025-02-12T11:15:00-05:00,2025-02-12T16:30:00-05:00,2025-02-18T13:15:00-05:00,2025-02-24T09:45:00-05:00,2025-02-27T17:30:00-05:00,,,ACTIVATED,2025-02-27T17:30:00-05:00,ACTIVATED,ACTIVATED,,5,566,551,True,True,15.0
M177,Boutique Nébula,Bogotá,SMALL,ALIADOS,2025-10,2025-10-17T11:15:00-05:00,2025-10-18T02:00:00-05:00,2025-10-20T21:30:00-05:00,2025-10-26T20:45:00-05:00,2025-10-30T03:45:00-05:00,,,ACTIVATED,2025-10-30T03:45:00-05:00,ACTIVATED,ACTIVATED,,5,319,306,True,True,13.0
M178,Mercado Marea,Bogotá,SMALL,ALIADOS,2026-01,2026-01-07T12:00:00-05:00,2026-01-07T15:15:00-05:00,,,,,2026-01-13T16:45:00-05:00,ABANDONED,2026-01-13T16:45:00-05:00,VALIDATION_STARTED,ABANDONED,VALIDATION_STARTED,3,237,231,True,False,
M179,Distribuidora Esmeralda,Bogotá,SMALL,DIGITAL,2026-03,2026-03-15T17:30:00-05:00,2026-03-17T05:45:00-05:00,2026-03-20T16:00:00-05:00,2026-03-22T03:00:00-05:00,2026-03-25T19:30:00-05:00,,,ACTIVATED,2026-03-25T19:30:00-05:00,ACTIVATED,ACTIVATED,,5,170,160,True,True,10.0
M180,Taller Sabana,Medellín,SMALL,DIGITAL,2025-03,2025-03-08T12:45:00-05:00,2025-03-09T03:30:00-05:00,,,,,2025-03-10T11:00:00-05:00,ABANDONED,2025-03-10T11:00:00-05:00,VALIDATION_STARTED,ABANDONED,VALIDATION_STARTED,3,542,540,True,False,
