merchant_id,sales_date,approved_transactions,sales_amount_cop
M096,2025-06-23,2,290166
M096,2025-06-24,0,0
M096,2025-06-25,5,435620
M096,2025-06-26,0,0
M096,2025-06-27,0,0
M096,2025-06-28,2,308598
M096,2025-06-29,0,0
M096,2025-06-30,4,675548
M096,2025-07-01,0,0
M096,2025-07-02,3,150126
M096,2025-07-03,6,312558
M096,2025-07-04,6,754140
M096,2025-07-05,0,0
M096,2025-07-06,0,0
M096,2025-07-07,3,326772
M096,2025-07-08,3,428613
M096,2025-07-09,4,441692
M096,2025-07-10,8,1309032
M096,2025-07-11,2,94444
M096,2025-07-12,4,443348
M096,2025-07-13,3,268185
M096,2025-07-14,2,196390
M096,2025-07-15,0,0
M096,2025-07-16,4,613092
M096,2025-07-17,3,362787
M096,2025-07-18,0,0
M096,2025-07-19,0,0
M096,2025-07-20,0,0
M096,2025-07-21,0,0
M096,2025-07-22,7,395220
M096,2025-07-23,2,257902
M096,2025-07-24,1,166882
M096,2025-07-25,0,0
M096,2025-07-26,0,0
M096,2025-07-27,0,0
M096,2025-07-28,4,563024
M096,2025-07-29,1,121094
M096,2025-07-30,0,0
M096,2025-07-31,5,708295
M096,2025-08-01,0,0
M096,2025-08-02,0,0
M096,2025-08-03,0,0
M096,2025-08-04,0,0
M096,2025-08-05,0,0
M096,2025-08-06,0,0
M096,2025-08-07,7,429919
M096,2025-08-08,6,936438
M096,2025-08-09,2,190708
M096,2025-08-10,4,604164
M096,2025-08-11,0,0
M096,2025-08-12,2,234942
M096,2025-08-13,3,490251
M096,2025-08-14,0,0
M096,2025-08-15,4,366364
M096,2025-08-16,6,790176
M096,2025-08-17,2,142038
M096,2025-08-18,2,96576
M096,2025-08-19,0,0
M096,2025-08-20,5,584515
M096,2025-08-21,5,834410
M096,2025-08-22,0,0
M096,2025-08-23,4,548068
M096,2025-08-24,4,709892
M096,2025-08-25,7,401387
M096,2025-08-26,1,117927
M096,2025-08-27,6,298146
M096,2025-08-28,0,0
M096,2025-08-29,6,891078
M096,2025-08-30,3,309153
M096,2025-08-31,0,0
M096,2025-09-01,4,677008
M096,2025-09-02,0,0
M096,2025-09-03,4,503368
M096,2025-09-04,3,118044
M096,2025-09-05,0,0
M096,2025-09-06,0,0
M096,2025-09-07,0,0
M096,2025-09-08,1,139609
M096,2025-09-09,0,0
M096,2025-09-10,0,0
M096,2025-09-11,0,0
M096,2025-09-12,0,0
M096,2025-09-13,0,0
M096,2025-09-14,0,0
M096,2025-09-15,1,73773
M096,2025-09-16,1,106704
M096,2025-09-17,3,403686
M096,2025-09-18,6,1038204
M096,2025-09-19,0,0
M096,2025-09-20,6,721314
M096,2025-09-21,5,837040
M096,2025-09-22,0,0
M096,2025-09-23,0,0
M096,2025-09-24,2,205942
M096,2025-09-25,4,163752
M096,2025-09-26,4,217216
M096,2025-09-27,1,124201
M096,2025-09-28,0,0
M096,2025-09-29,4,569472
M096,2025-09-30,3,351537
M096,2025-10-01,8,389944
M096,2025-10-02,9,1605006
M096,2025-10-03,4,392768
M096,2025-10-04,0,0
M096,2025-10-05,3,374997
M096,2025-10-06,4,703972
M096,2025-10-07,2,96620
M096,2025-10-08,7,318381
M096,2025-10-09,2,308318
M096,2025-10-10,0,0
M096,2025-10-11,0,0
M096,2025-10-12,4,543388
M096,2025-10-13,3,398721
M096,2025-10-14,1,68257
M096,2025-10-15,7,519897
M096,2025-10-16,5,624430
M096,2025-10-17,4,485024
M096,2025-10-18,3,175512
M096,2025-10-19,0,0
M096,2025-10-20,5,884945
M096,2025-10-21,0,0
M096,2025-10-22,4,695928
M096,2025-10-23,3,238731
M096,2025-10-24,0,0
M096,2025-10-25,0,0
M096,2025-10-26,5,460665
M096,2025-10-27,0,0
M096,2025-10-28,7,1116913
M096,2025-10-29,4,189856
M096,2025-10-30,5,273055
M096,2025-10-31,6,787068
M096,2025-11-01,0,0
M096,2025-11-02,3,295968
M096,2025-11-03,0,0
M096,2025-11-04,3,408915
M096,2025-11-05,2,135314
M096,2025-11-06,2,236750
M096,2025-11-07,0,0
M096,2025-11-08,2,339108
M096,2025-11-09,2,293478
M096,2025-11-10,5,231935
M096,2025-11-11,0,0
M096,2025-11-12,5,252115
M096,2025-11-13,0,0
M096,2025-11-14,4,190404
M096,2025-11-15,6,543036
M096,2025-11-16,1,49298
M096,2025-11-17,0,0
M096,2025-11-18,0,0
M096,2025-11-19,4,464860
M096,2025-11-20,0,0
M096,2025-11-21,0,0
M096,2025-11-22,0,0
M096,2025-11-23,0,0
M096,2025-11-24,5,335975
M096,2025-11-25,4,189692
M096,2025-11-26,5,310150
M096,2025-11-27,5,396090
M096,2025-11-28,3,333927
M096,2025-11-29,2,338588
M096,2025-11-30,3,428889
M096,2025-12-01,3,302316
M096,2025-12-02,0,0
M096,2025-12-03,0,0
M096,2025-12-04,0,0
M096,2025-12-05,0,0
M096,2025-12-06,0,0
M096,2025-12-07,6,604482
M096,2025-12-08,0,0
M096,2025-12-09,0,0
M096,2025-12-10,8,337080
M096,2025-12-11,0,0
M096,2025-12-12,4,646256
M096,2025-12-13,4,536580
M096,2025-12-14,5,521580
M096,2025-12-15,0,0
M096,2025-12-16,0,0
M096,2025-12-17,3,279543
M096,2025-12-18,0,0
M096,2025-12-19,3,117051
M096,2025-12-20,0,0
M096,2025-12-21,3,370458
M096,2025-12-22,3,325047
M096,2025-12-23,0,0
M096,2025-12-24,8,1400288
M096,2025-12-25,3,284136
M096,2025-12-26,0,0
M096,2025-12-27,2,299450
M096,2025-12-28,0,0
M096,2025-12-29,0,0
M096,2025-12-30,0,0
M096,2025-12-31,2,253154
M096,2026-01-01,0,0
M096,2026-01-02,2,358748
M096,2026-01-03,0,0
M096,2026-01-04,0,0
M096,2026-01-05,0,0
M096,2026-01-06,3,339396
M096,2026-01-07,0,0
M096,2026-01-08,0,0
M096,2026-01-09,2,121886
M096,2026-01-10,5,687750
M096,2026-01-11,0,0
M096,2026-01-12,6,440136
M096,2026-01-13,7,285054
M096,2026-01-14,3,539127
M096,2026-01-15,7,799722
M096,2026-01-16,4,389448
M096,2026-01-17,0,0
M096,2026-01-18,0,0
M096,2026-01-19,0,0
M096,2026-01-20,0,0
M096,2026-01-21,0,0
M096,2026-01-22,0,0
M096,2026-01-23,3,428313
M096,2026-01-24,2,122886
M096,2026-01-25,5,201680
M096,2026-01-26,2,256760
M096,2026-01-27,0,0
M096,2026-01-28,4,582072
M096,2026-01-29,0,0
M096,2026-01-30,0,0
M096,2026-01-31,0,0
M096,2026-02-01,0,0
M096,2026-02-02,0,0
M096,2026-02-03,0,0
M096,2026-02-04,5,794515
M096,2026-02-05,1,71936
M096,2026-02-06,4,327296
M096,2026-02-07,0,0
M096,2026-02-08,6,833694
M096,2026-02-09,0,0
M096,2026-02-10,7,914557
M096,2026-02-11,3,291471
M096,2026-02-12,7,932435
M096,2026-02-13,3,537540
M096,2026-02-14,0,0
M096,2026-02-15,0,0
M096,2026-02-16,0,0
M096,2026-02-17,0,0
M096,2026-02-18,5,877475
M096,2026-02-19,5,258605
M096,2026-02-20,0,0
M096,2026-02-21,4,345524
M096,2026-02-22,0,0
M096,2026-02-23,6,758766
M096,2026-02-24,0,0
M096,2026-02-25,1,140863
M096,2026-02-26,7,387905
M096,2026-02-27,0,0
M096,2026-02-28,0,0
M096,2026-03-01,0,0
M096,2026-03-02,1,165604
M096,2026-03-03,1,63473
M096,2026-03-04,0,0
M096,2026-03-05,4,504456
M096,2026-03-06,6,929604
M096,2026-03-07,2,294194
M096,2026-03-08,4,559284
M096,2026-03-09,0,0
M096,2026-03-10,1,41728
M096,2026-03-11,3,305694
M096,2026-03-12,0,0
M096,2026-03-13,7,640241
M096,2026-03-14,0,0
M096,2026-03-15,1,140924
M096,2026-03-16,5,562335
M096,2026-03-17,0,0
M096,2026-03-18,0,0
M096,2026-03-19,1,121755
M096,2026-03-20,5,884305
M096,2026-03-21,6,436992
M096,2026-03-22,1,86923
M096,2026-03-23,0,0
M096,2026-03-24,6,1066908
M096,2026-03-25,0,0
M096,2026-03-26,9,877131
M096,2026-03-27,6,466140
M096,2026-03-28,0,0
M096,2026-03-29,0,0
M096,2026-03-30,0,0
M096,2026-03-31,1,133270
M096,2026-04-01,0,0
M096,2026-04-02,0,0
M096,2026-04-03,3,538890
M096,2026-04-04,7,492562
M096,2026-04-05,0,0
M096,2026-04-06,0,0
M096,2026-04-07,0,0
M096,2026-04-08,0,0
M096,2026-04-09,0,0
M096,2026-04-10,5,508885
M096,2026-04-11,0,0
M096,2026-04-12,3,452148
M096,2026-04-13,3,415848
M096,2026-04-14,0,0
M096,2026-04-15,0,0
M096,2026-04-16,0,0
M096,2026-04-17,3,196797
M096,2026-04-18,2,189692
M096,2026-04-19,0,0
M096,2026-04-20,4,241556
M096,2026-04-21,0,0
M096,2026-04-22,2,233438
M096,2026-04-23,0,0
M096,2026-04-24,5,651290
M096,2026-04-25,7,961254
M096,2026-04-26,0,0
M096,2026-04-27,4,628568
M096,2026-04-28,0,0
M096,2026-04-29,0,0
M096,2026-04-30,4,419696
M096,2026-05-01,0,0
M096,2026-05-02,0,0
M096,2026-05-03,6,608286
M096,2026-05-04,4,329796
M096,2026-05-05,3,122559
M096,2026-05-06,4,677788
M096,2026-05-07,0,0
M096,2026-05-08,0,0
M096,2026-05-09,4,583876
M096,2026-05-10,0,0
M096,2026-05-11,5,482055
M096,2026-05-12,4,473000
M096,2026-05-13,7,935690
M096,2026-05-14,3,312807
M096,2026-05-15,0,0
M096,2026-05-16,0,0
M096,2026-05-17,3,310536
M096,2026-05-18,0,0
M096,2026-05-19,0,0
M096,2026-05-20,5,348075
M096,2026-05-21,0,0
M096,2026-05-22,0,0
M096,2026-05-23,0,0
M096,2026-05-24,0,0
M096,2026-05-25,0,0
M096,2026-05-26,3,242931
M096,2026-05-27,0,0
M096,2026-05-28,3,422964
M096,2026-05-29,0,0
M096,2026-05-30,4,527620
M096,2026-05-31,0,0
M096,2026-06-01,2,207448
M096,2026-06-02,0,0
M096,2026-06-03,6,275478
M096,2026-06-04,3,248253
M096,2026-06-05,3,408516
M096,2026-06-06,1,50050
M096,2026-06-07,0,0
M096,2026-06-08,0,0
M096,2026-06-09,5,531540
M096,2026-06-10,0,0
M096,2026-06-11,4,652416
M096,2026-06-12,1,96178
M096,2026-06-13,0,0
M096,2026-06-14,3,457536
M096,2026-06-15,0,0
M096,2026-06-16,1,81852
M096,2026-06-17,0,0
M096,2026-06-18,0,0
M096,2026-06-19,2,203078
M096,2026-06-20,0,0
M096,2026-06-21,4,161012
M096,2026-06-22,4,679960
M096,2026-06-23,4,189292
M096,2026-06-24,1,119066
M096,2026-06-25,0,0
M096,2026-06-26,0,0
M096,2026-06-27,0,0
M096,2026-06-28,0,0
M096,2026-06-29,4,170888
M096,2026-06-30,0,0
M096,2026-07-01,2,205998
M096,2026-07-02,6,353070
M096,2026-07-03,7,256032
M096,2026-07-04,7,520702
M096,2026-07-05,3,128901
M096,2026-07-06,0,0
M096,2026-07-07,0,0
M096,2026-07-08,2,144292
M096,2026-07-09,0,0
M096,2026-07-10,3,288558
M096,2026-07-11,5,456884
M096,2026-07-12,6,559082
M096,2026-07-13,0,0
M096,2026-07-14,2,174337
M096,2026-07-15,1,126244
M096,2026-07-16,2,216419
M096,2026-07-17,3,240465
M096,2026-07-18,3,270523
M096,2026-07-19,3,228442
M096,2026-07-20,3,288558
M096,2026-07-21,6,517001
M096,2026-07-22,2,186360
M096,2026-07-23,0,0
M096,2026-07-24,6,523012
M096,2026-07-25,0,0
M096,2026-07-26,3,312605
M096,2026-07-27,1,72139
M096,2026-07-28,4,330640
M096,2026-07-29,5,432838
M096,2026-07-30,1,6011
M096,2026-07-31,5,462896
M096,2026-08-01,1,24046
M096,2026-08-02,4,318617
M096,2026-08-03,1,108209
M096,2026-08-04,0,0
M096,2026-08-05,1,104157
M096,2026-08-06,0,0
M096,2026-08-07,2,166631
M096,2026-08-08,9,833159
M096,2026-08-09,0,0
M096,2026-08-10,0,0
M096,2026-08-11,9,770672
M096,2026-08-12,0,0
M096,2026-08-13,10,926889
M096,2026-08-14,3,291605
M096,2026-08-15,10,906060
M096,2026-08-16,8,697771
M096,2026-08-17,10,926889
M096,2026-08-18,0,0
M096,2026-08-19,0,0
M096,2026-08-20,3,270776
M096,2026-08-21,6,562382
M096,2026-08-22,11,1031034
M096,2026-08-23,0,0
M096,2026-08-24,8,749843
M096,2026-08-25,11,947718
M096,2026-08-26,3,249947
M096,2026-08-27,0,0
M096,2026-08-28,1,104144
M096,2026-08-29,9,781086
M096,2026-08-30,0,0
M096,2026-08-31,5,458237
M097,2025-09-27,0,0
M097,2025-09-28,0,0
M097,2025-09-29,0,0
M097,2025-09-30,2,255240
M097,2025-10-01,0,0
M097,2025-10-02,6,527298
M097,2025-10-03,4,498216
M097,2025-10-04,2,329806
M097,2025-10-05,6,784608
M097,2025-10-06,0,0
M097,2025-10-07,4,610656
M097,2025-10-08,3,501813
M097,2025-10-09,1,89227
M097,2025-10-10,5,227720
M097,2025-10-11,0,0
M097,2025-10-12,0,0
M097,2025-10-13,6,497844
M097,2025-10-14,3,339861
M097,2025-10-15,4,710568
M097,2025-10-16,0,0
M097,2025-10-17,0,0
M097,2025-10-18,0,0
M097,2025-10-19,5,738400
M097,2025-10-20,0,0
M097,2025-10-21,10,506860
M097,2025-10-22,0,0
M097,2025-10-23,3,270291
M097,2025-10-24,5,801445
M097,2025-10-25,6,429198
M097,2025-10-26,0,0
M097,2025-10-27,2,129134
M097,2025-10-28,1,53074
M097,2025-10-29,3,238965
M097,2025-10-30,7,366597
M097,2025-10-31,0,0
M097,2025-11-01,0,0
M097,2025-11-02,3,110277
M097,2025-11-03,1,148761
M097,2025-11-04,0,0
M097,2025-11-05,3,294156
M097,2025-11-06,4,156436
M097,2025-11-07,4,672944
M097,2025-11-08,0,0
M097,2025-11-09,7,439397
M097,2025-11-10,4,432912
M097,2025-11-11,4,622160
M097,2025-11-12,0,0
M097,2025-11-13,3,503571
M097,2025-11-14,0,0
M097,2025-11-15,0,0
M097,2025-11-16,0,0
M097,2025-11-17,3,167577
M097,2025-11-18,6,1001226
M097,2025-11-19,7,895391
M097,2025-11-20,5,490205
M097,2025-11-21,5,378215
M097,2025-11-22,0,0
M097,2025-11-23,4,528160
M097,2025-11-24,0,0
M097,2025-11-25,0,0
M097,2025-11-26,7,276605
M097,2025-11-27,2,299392
M097,2025-11-28,4,421496
M097,2025-11-29,3,517341
M097,2025-11-30,9,1230498
M097,2025-12-01,0,0
M097,2025-12-02,0,0
M097,2025-12-03,0,0
M097,2025-12-04,1,83562
M097,2025-12-05,4,413552
M097,2025-12-06,8,740272
M097,2025-12-07,2,247752
M097,2025-12-08,0,0
M097,2025-12-09,0,0
M097,2025-12-10,0,0
M097,2025-12-11,1,116080
M097,2025-12-12,0,0
M097,2025-12-13,0,0
M097,2025-12-14,5,867900
M097,2025-12-15,0,0
M097,2025-12-16,4,552344
M097,2025-12-17,0,0
M097,2025-12-18,0,0
M097,2025-12-19,4,517624
M097,2025-12-20,0,0
M097,2025-12-21,4,155492
M097,2025-12-22,0,0
M097,2025-12-23,0,0
M097,2025-12-24,0,0
M097,2025-12-25,0,0
M097,2025-12-26,0,0
M097,2025-12-27,5,584265
M097,2025-12-28,0,0
M097,2025-12-29,0,0
M097,2025-12-30,2,166620
M097,2025-12-31,0,0
M097,2026-01-01,3,501852
M097,2026-01-02,0,0
M097,2026-01-03,0,0
M097,2026-01-04,3,304575
M097,2026-01-05,0,0
M097,2026-01-06,6,600558
M097,2026-01-07,5,735900
M097,2026-01-08,0,0
M097,2026-01-09,0,0
M097,2026-01-10,0,0
M097,2026-01-11,8,660280
M097,2026-01-12,6,1021680
M097,2026-01-13,2,288320
M097,2026-01-14,3,255876
M097,2026-01-15,0,0
M097,2026-01-16,1,130329
M097,2026-01-17,5,668985
M097,2026-01-18,0,0
M097,2026-01-19,0,0
M097,2026-01-20,0,0
M097,2026-01-21,3,480276
M097,2026-01-22,5,675700
M097,2026-01-23,1,64487
M097,2026-01-24,0,0
M097,2026-01-25,7,664594
M097,2026-01-26,3,318372
M097,2026-01-27,3,497376
M097,2026-01-28,0,0
M097,2026-01-29,3,165297
M097,2026-01-30,8,430856
M097,2026-01-31,0,0
M097,2026-02-01,6,566604
M097,2026-02-02,2,192130
M097,2026-02-03,6,332382
M097,2026-02-04,0,0
M097,2026-02-05,0,0
M097,2026-02-06,4,196884
M097,2026-02-07,0,0
M097,2026-02-08,4,171324
M097,2026-02-09,1,107618
M097,2026-02-10,5,482730
M097,2026-02-11,2,211692
M097,2026-02-12,5,886950
M097,2026-02-13,4,642444
M097,2026-02-14,4,616056
M097,2026-02-15,5,617515
M097,2026-02-16,0,0
M097,2026-02-17,0,0
M097,2026-02-18,5,290050
M097,2026-02-19,1,84053
M097,2026-02-20,0,0
M097,2026-02-21,0,0
M097,2026-02-22,3,477660
M097,2026-02-23,4,433080
M097,2026-02-24,7,759220
M097,2026-02-25,7,1079561
M097,2026-02-26,1,130285
M097,2026-02-27,0,0
M097,2026-02-28,5,424255
M097,2026-03-01,0,0
M097,2026-03-02,0,0
M097,2026-03-03,0,0
M097,2026-03-04,4,517484
M097,2026-03-05,2,289536
M097,2026-03-06,0,0
M097,2026-03-07,0,0
M097,2026-03-08,3,497409
M097,2026-03-09,5,398600
M097,2026-03-10,0,0
M097,2026-03-11,1,84475
M097,2026-03-12,0,0
M097,2026-03-13,2,133774
M097,2026-03-14,1,57874
M097,2026-03-15,0,0
M097,2026-03-16,0,0
M097,2026-03-17,2,195108
M097,2026-03-18,0,0
M097,2026-03-19,5,360225
M097,2026-03-20,0,0
M097,2026-03-21,3,383016
M097,2026-03-22,0,0
M097,2026-03-23,0,0
M097,2026-03-24,2,192822
M097,2026-03-25,5,208450
M097,2026-03-26,5,326915
M097,2026-03-27,0,0
M097,2026-03-28,7,1233638
M097,2026-03-29,2,205400
M097,2026-03-30,3,115122
M097,2026-03-31,1,167616
M097,2026-04-01,7,633115
M097,2026-04-02,4,302124
M097,2026-04-03,5,842790
M097,2026-04-04,4,155552
M097,2026-04-05,5,584100
M097,2026-04-06,7,424872
M097,2026-04-07,5,778755
M097,2026-04-08,4,193068
M097,2026-04-09,3,521271
M097,2026-04-10,0,0
M097,2026-04-11,2,192826
M097,2026-04-12,0,0
M097,2026-04-13,6,453696
M097,2026-04-14,0,0
M097,2026-04-15,0,0
M097,2026-04-16,4,186832
M097,2026-04-17,0,0
M097,2026-04-18,4,168268
M097,2026-04-19,3,293400
M097,2026-04-20,3,148455
M097,2026-04-21,0,0
M097,2026-04-22,4,184076
M097,2026-04-23,6,759360
M097,2026-04-24,4,503004
M097,2026-04-25,3,282864
M097,2026-04-26,0,0
M097,2026-04-27,1,113595
M097,2026-04-28,3,533493
M097,2026-04-29,3,386166
M097,2026-04-30,0,0
M097,2026-05-01,2,260990
M097,2026-05-02,5,413550
M097,2026-05-03,3,166326
M097,2026-05-04,6,551634
M097,2026-05-05,0,0
M097,2026-05-06,3,491190
M097,2026-05-07,1,126241
M097,2026-05-08,6,596562
M097,2026-05-09,5,251915
M097,2026-05-10,0,0
M097,2026-05-11,7,858851
M097,2026-05-12,3,263073
M097,2026-05-13,0,0
M097,2026-05-14,6,783990
M097,2026-05-15,0,0
M097,2026-05-16,0,0
M097,2026-05-17,8,1131680
M097,2026-05-18,0,0
M097,2026-05-19,0,0
M097,2026-05-20,7,511035
M097,2026-05-21,0,0
M097,2026-05-22,0,0
M097,2026-05-23,5,690480
M097,2026-05-24,0,0
M097,2026-05-25,0,0
M097,2026-05-26,0,0
M097,2026-05-27,2,245958
M097,2026-05-28,2,299824
M097,2026-05-29,0,0
M097,2026-05-30,0,0
M097,2026-05-31,4,706380
M097,2026-06-01,0,0
M097,2026-06-02,5,487725
M097,2026-06-03,6,920088
M097,2026-06-04,5,599230
M097,2026-06-05,7,883771
M097,2026-06-06,0,0
M097,2026-06-07,6,833058
M097,2026-06-08,7,994189
M097,2026-06-09,6,1023006
M097,2026-06-10,0,0
M097,2026-06-11,2,316764
M097,2026-06-12,0,0
M097,2026-06-13,2,339444
M097,2026-06-14,0,0
M097,2026-06-15,2,83934
M097,2026-06-16,0,0
M097,2026-06-17,5,344585
M097,2026-06-18,0,0
M097,2026-06-19,2,292572
M097,2026-06-20,0,0
M097,2026-06-21,0,0
M097,2026-06-22,0,0
M097,2026-06-23,0,0
M097,2026-06-24,6,1019796
M097,2026-06-25,0,0
M097,2026-06-26,0,0
M097,2026-06-27,0,0
M097,2026-06-28,3,224553
M097,2026-06-29,3,450549
M097,2026-06-30,0,0
M097,2026-07-01,4,222452
M097,2026-07-02,5,469000
M097,2026-07-03,2,168272
M097,2026-07-04,3,301188
M097,2026-07-05,3,276084
M097,2026-07-06,4,248812
M097,2026-07-07,0,0
M097,2026-07-08,0,0
M097,2026-07-09,0,0
M097,2026-07-10,0,0
M097,2026-07-11,5,492136
M097,2026-07-12,3,228233
M097,2026-07-13,6,520656
M097,2026-07-14,3,299556
M097,2026-07-15,2,142645
M097,2026-07-16,4,349482
M097,2026-07-17,7,670434
M097,2026-07-18,1,64190
M097,2026-07-19,0,0
M097,2026-07-20,3,278159
M097,2026-07-21,0,0
M097,2026-07-22,3,306688
M097,2026-07-23,4,342349
M097,2026-07-24,4,335217
M097,2026-07-25,0,0
M097,2026-07-26,6,534921
M097,2026-07-27,1,85587
M097,2026-07-28,0,0
M097,2026-07-29,1,57058
M097,2026-07-30,5,456466
M097,2026-07-31,0,0
M097,2026-08-01,7,663302
M097,2026-08-02,2,171174
M097,2026-08-03,0,0
M097,2026-08-04,1,7000
M097,2026-08-05,7,622224
M097,2026-08-06,0,0
M097,2026-08-07,5,475407
M097,2026-08-08,8,678155
M097,2026-08-09,6,573285
M097,2026-08-10,0,0
M097,2026-08-11,2,153808
M097,2026-08-12,7,615233
M097,2026-08-13,2,174782
M097,2026-08-14,0,0
M097,2026-08-15,5,419477
M097,2026-08-16,5,412486
M097,2026-08-17,1,97878
M097,2026-08-18,0,0
M097,2026-08-19,0,0
M097,2026-08-20,8,699128
M097,2026-08-21,0,0
M097,2026-08-22,6,510364
M097,2026-08-23,1,69912
M097,2026-08-24,3,286642
M097,2026-08-25,4,370538
M097,2026-08-26,0,0
M097,2026-08-27,0,0
M097,2026-08-28,2,188764
M097,2026-08-29,6,545320
M097,2026-08-30,5,440451
M097,2026-08-31,8,685146
M101,2025-03-25,0,0
M101,2025-03-26,0,0
M101,2025-03-27,10,1061510
M101,2025-03-28,0,0
M101,2025-03-29,7,1298857
M101,2025-03-30,11,1529924
M101,2025-03-31,7,1240036
M101,2025-04-01,10,826300
M101,2025-04-02,4,666408
M101,2025-04-03,8,946976
M101,2025-04-04,9,1555272
M101,2025-04-05,6,1419204
M101,2025-04-06,0,0
M101,2025-04-07,7,706741
M101,2025-04-08,5,775155
M101,2025-04-09,6,910278
M101,2025-04-10,5,1189620
M101,2025-04-11,8,840648
M101,2025-04-12,0,0
M101,2025-04-13,8,1540176
M101,2025-04-14,9,1427256
M101,2025-04-15,8,680184
M101,2025-04-16,0,0
M101,2025-04-17,7,850192
M101,2025-04-18,0,0
M101,2025-04-19,0,0
M101,2025-04-20,0,0
M101,2025-04-21,5,1244590
M101,2025-04-22,0,0
M101,2025-04-23,9,1711071
M101,2025-04-24,11,1517417
M101,2025-04-25,5,783140
M101,2025-04-26,10,1150390
M101,2025-04-27,2,395302
M101,2025-04-28,4,366048
M101,2025-04-29,8,1877576
M101,2025-04-30,5,934075
M101,2025-05-01,0,0
M101,2025-05-02,9,2005416
M101,2025-05-03,10,751030
M101,2025-05-04,7,1727404
M101,2025-05-05,8,1779904
M101,2025-05-06,0,0
M101,2025-05-07,0,0
M101,2025-05-08,6,748164
M101,2025-05-09,0,0
M101,2025-05-10,5,405815
M101,2025-05-11,6,1541328
M101,2025-05-12,6,752148
M101,2025-05-13,3,259653
M101,2025-05-14,0,0
M101,2025-05-15,0,0
M101,2025-05-16,0,0
M101,2025-05-17,0,0
M101,2025-05-18,12,916812
M101,2025-05-19,6,1007790
M101,2025-05-20,4,889704
M101,2025-05-21,0,0
M101,2025-05-22,13,2184338
M101,2025-05-23,0,0
M101,2025-05-24,4,778836
M101,2025-05-25,9,701928
M101,2025-05-26,4,653780
M101,2025-05-27,12,2147184
M101,2025-05-28,0,0
M101,2025-05-29,0,0
M101,2025-05-30,9,1847538
M101,2025-05-31,0,0
M101,2025-06-01,8,1650088
M101,2025-06-02,0,0
M101,2025-06-03,2,289332
M101,2025-06-04,0,0
M101,2025-06-05,5,409965
M101,2025-06-06,10,1807380
M101,2025-06-07,0,0
M101,2025-06-08,0,0
M101,2025-06-09,4,607608
M101,2025-06-10,0,0
M101,2025-06-11,5,1205890
M101,2025-06-12,7,700931
M101,2025-06-13,8,1712624
M101,2025-06-14,11,2519044
M101,2025-06-15,7,591024
M101,2025-06-16,10,1412320
M101,2025-06-17,8,1258736
M101,2025-06-18,0,0
M101,2025-06-19,0,0
M101,2025-06-20,6,1157388
M101,2025-06-21,0,0
M101,2025-06-22,9,658647
M101,2025-06-23,11,1144616
M101,2025-06-24,6,916758
M101,2025-06-25,7,875952
M101,2025-06-26,6,667854
M101,2025-06-27,0,0
M101,2025-06-28,8,690280
M101,2025-06-29,7,553406
M101,2025-06-30,5,1225800
M101,2025-07-01,13,1375543
M101,2025-07-02,11,1659416
M101,2025-07-03,0,0
M101,2025-07-04,10,2083960
M101,2025-07-05,6,1112604
M101,2025-07-06,9,807615
M101,2025-07-07,0,0
M101,2025-07-08,0,0
M101,2025-07-09,10,935140
M101,2025-07-10,5,479430
M101,2025-07-11,0,0
M101,2025-07-12,7,1246511
M101,2025-07-13,11,1677313
M101,2025-07-14,9,811233
M101,2025-07-15,8,1859448
M101,2025-07-16,7,1002449
M101,2025-07-17,6,1134636
M101,2025-07-18,0,0
M101,2025-07-19,9,1325556
M101,2025-07-20,9,1776834
M101,2025-07-21,5,790085
M101,2025-07-22,0,0
M101,2025-07-23,8,1924536
M101,2025-07-24,11,1755908
M101,2025-07-25,12,1116036
M101,2025-07-26,5,886850
M101,2025-07-27,0,0
M101,2025-07-28,0,0
M101,2025-07-29,10,1394150
M101,2025-07-30,5,954885
M101,2025-07-31,9,1514448
M101,2025-08-01,8,907760
M101,2025-08-02,6,827856
M101,2025-08-03,0,0
M101,2025-08-04,11,2153844
M101,2025-08-05,6,879396
M101,2025-08-06,11,2647095
M101,2025-08-07,8,979424
M101,2025-08-08,0,0
M101,2025-08-09,0,0
M101,2025-08-10,3,657879
M101,2025-08-11,0,0
M101,2025-08-12,0,0
M101,2025-08-13,9,2122182
M101,2025-08-14,7,1747060
M101,2025-08-15,8,2027184
M101,2025-08-16,7,759024
M101,2025-08-17,10,2244850
M101,2025-08-18,12,1015176
M101,2025-08-19,9,2039697
M101,2025-08-20,0,0
M101,2025-08-21,0,0
M101,2025-08-22,7,1568959
M101,2025-08-23,4,883548
M101,2025-08-24,0,0
M101,2025-08-25,5,407350
M101,2025-08-26,0,0
M101,2025-08-27,8,740296
M101,2025-08-28,8,906352
M101,2025-08-29,6,882120
M101,2025-08-30,0,0
M101,2025-08-31,0,0
M101,2025-09-01,8,927976
M101,2025-09-02,9,2059200
M101,2025-09-03,10,1421910
M101,2025-09-04,0,0
M101,2025-09-05,8,643112
M101,2025-09-06,8,653872
M101,2025-09-07,0,0
M101,2025-09-08,0,0
M101,2025-09-09,0,0
M101,2025-09-10,13,1575379
M101,2025-09-11,6,496056
M101,2025-09-12,6,1279332
M101,2025-09-13,3,433722
M101,2025-09-14,0,0
M101,2025-09-15,8,1572512
M101,2025-09-16,6,907284
M101,2025-09-17,6,890130
